hero1,hero2
CAPTAIN AMERICA,BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,WASP/JANET VAN DYNE 
BLACK PANTHER/T'CHAL,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
HULK III/BRUCE BANNE,SPIDER-MAN/PETER PAR
HULK III/BRUCE BANNE,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,SPIDER-MAN/PETER PAR
THOR/DR. DONALD BLAK,HULK III/BRUCE BANNE
THOR/DR. DONALD BLAK,SPIDER-MAN/PETER PAR
THOR/DR. DONALD BLAK,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,HULK III/BRUCE BANNE
DR. STRANGE/STEPHEN ,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,HULK III/BRUCE BANNE
THOR/DR. DONALD BLAK,VISION 
THOR/DR. DONALD BLAK,SPIDER-MAN/PETER PAR
THOR/DR. DONALD BLAK,HAWK
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,HULK III/BRUCE BANNE
THOR/DR. DONALD BLAK,FALCON/SAM WILSON
FALCON/SAM WILSON,VISION 
FALCON/SAM WILSON,SPIDER-MAN/PETER PAR
FALCON/SAM WILSON,HAWK
FALCON/SAM WILSON,IRON MAN/TONY STARK 
FALCON/SAM WILSON,CAPTAIN AMERICA
FALCON/SAM WILSON,HULK III/BRUCE BANNE
HULK III/BRUCE BANNE,VISION 
HULK III/BRUCE BANNE,SPIDER-MAN/PETER PAR
HULK III/BRUCE BANNE,HAWK
HULK III/BRUCE BANNE,IRON MAN/TONY STARK 
HULK III/BRUCE BANNE,CAPTAIN AMERICA
CAPTAIN AMERICA,VISION 
CAPTAIN AMERICA,SPIDER-MAN/PETER PAR
CAPTAIN AMERICA,HAWK
CAPTAIN AMERICA,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,SPIDER-MAN/PETER PAR
IRON MAN/TONY STARK ,HAWK
HAWK,VISION 
HAWK,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,VISION 
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,DR. STRANGE/STEPHEN 
WASP/JANET VAN DYNE ,HULK III/BRUCE BANNE
WASP/JANET VAN DYNE ,HAWK
WASP/JANET VAN DYNE ,SCARLET WITCH/WANDA 
WASP/JANET VAN DYNE ,SPIDER-MAN/PETER PAR
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
WASP/JANET VAN DYNE ,VISION 
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
WASP/JANET VAN DYNE ,BLACK PANTHER/T'CHAL
WASP/JANET VAN DYNE ,FALCON/SAM WILSON
FALCON/SAM WILSON,THOR/DR. DONALD BLAK
FALCON/SAM WILSON,DR. STRANGE/STEPHEN 
FALCON/SAM WILSON,HULK III/BRUCE BANNE
FALCON/SAM WILSON,HAWK
FALCON/SAM WILSON,SCARLET WITCH/WANDA 
FALCON/SAM WILSON,SPIDER-MAN/PETER PAR
FALCON/SAM WILSON,IRON MAN/TONY STARK 
FALCON/SAM WILSON,VISION 
FALCON/SAM WILSON,ANT-MAN/DR. HENRY J.
FALCON/SAM WILSON,CAPTAIN AMERICA
FALCON/SAM WILSON,BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,THOR/DR. DONALD BLAK
BLACK PANTHER/T'CHAL,DR. STRANGE/STEPHEN 
BLACK PANTHER/T'CHAL,HULK III/BRUCE BANNE
BLACK PANTHER/T'CHAL,HAWK
BLACK PANTHER/T'CHAL,SCARLET WITCH/WANDA 
BLACK PANTHER/T'CHAL,SPIDER-MAN/PETER PAR
BLACK PANTHER/T'CHAL,IRON MAN/TONY STARK 
BLACK PANTHER/T'CHAL,VISION 
BLACK PANTHER/T'CHAL,ANT-MAN/DR. HENRY J.
BLACK PANTHER/T'CHAL,CAPTAIN AMERICA
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,DR. STRANGE/STEPHEN 
CAPTAIN AMERICA,HULK III/BRUCE BANNE
CAPTAIN AMERICA,HAWK
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
CAPTAIN AMERICA,SPIDER-MAN/PETER PAR
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,VISION 
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,DR. STRANGE/STEPHEN 
ANT-MAN/DR. HENRY J.,HULK III/BRUCE BANNE
ANT-MAN/DR. HENRY J.,HAWK
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,SPIDER-MAN/PETER PAR
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,VISION 
VISION ,THOR/DR. DONALD BLAK
VISION ,DR. STRANGE/STEPHEN 
VISION ,HULK III/BRUCE BANNE
VISION ,HAWK
VISION ,SCARLET WITCH/WANDA 
VISION ,SPIDER-MAN/PETER PAR
VISION ,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,DR. STRANGE/STEPHEN 
IRON MAN/TONY STARK ,HULK III/BRUCE BANNE
IRON MAN/TONY STARK ,HAWK
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,THOR/DR. DONALD BLAK
SPIDER-MAN/PETER PAR,DR. STRANGE/STEPHEN 
SPIDER-MAN/PETER PAR,HULK III/BRUCE BANNE
SPIDER-MAN/PETER PAR,HAWK
SPIDER-MAN/PETER PAR,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,DR. STRANGE/STEPHEN 
SCARLET WITCH/WANDA ,HULK III/BRUCE BANNE
SCARLET WITCH/WANDA ,HAWK
HAWK,THOR/DR. DONALD BLAK
HAWK,DR. STRANGE/STEPHEN 
HAWK,HULK III/BRUCE BANNE
HULK III/BRUCE BANNE,THOR/DR. DONALD BLAK
HULK III/BRUCE BANNE,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,THOR/DR. DONALD BLAK
VULTURE/ADRIAN TOOME,SPIDER-MAN/PETER PAR
SCARLET WITCH/WANDA ,VISION 
DR. STRANGE/STEPHEN ,"FURY, COL. NICHOLAS "
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
HAWK,IRON MAN/TONY STARK 
HAWK,THOR/DR. DONALD BLAK
HAWK,CAPTAIN AMERICA
HAWK,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
WASP/JANET VAN DYNE ,THOR/DR. DONALD BLAK
WASP/JANET VAN DYNE ,CAPTAIN AMERICA
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
"FURY, COL. NICHOLAS ",IRON MAN/TONY STARK 
"FURY, COL. NICHOLAS ","CARTER, SHARON"
"CARTER, SHARON",IRON MAN/TONY STARK 
"CARTER, SHARON",IRON MAN/TONY STARK 
"CARTER, SHARON","FURY, COL. NICHOLAS "
"FURY, COL. NICHOLAS ",IRON MAN/TONY STARK 
VISION ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,ANT-MAN II/SCOTT HAR
IRON MAN/TONY STARK ,WHIPLASH/MARK SCARLO
IRON MAN/TONY STARK ,WHIPLASH/MARK SCARLO
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
THOR/DR. DONALD BLAK,"KINCAID, DR. JANE FO"
"KINCAID, DR. JANE FO",ODIN [ASGARDIAN]
"KINCAID, DR. JANE FO",THOR/DR. DONALD BLAK
"KINCAID, DR. JANE FO",HEIMDALL [ASGARDIAN]
"KINCAID, DR. JANE FO",ODIN [ASGARDIAN]
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
ODIN [ASGARDIAN],HEIMDALL [ASGARDIAN]
HEIMDALL [ASGARDIAN],THOR/DR. DONALD BLAK
ANT-MAN II/SCOTT HAR,"FURY, COL. NICHOLAS "
ANT-MAN II/SCOTT HAR,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,"FURY, COL. NICHOLAS "
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,"KINCAID, DR. JANE FO"
CAPTAIN AMERICA,IRON MAN/TONY STARK 
DR. STRANGE/STEPHEN ,ANCIENT ONE
LOKI [ASGARDIAN],THOR/DR. DONALD BLAK
LOKI [ASGARDIAN],ODIN [ASGARDIAN]
LOKI [ASGARDIAN],HEIMDALL [ASGARDIAN]
HEIMDALL [ASGARDIAN],THOR/DR. DONALD BLAK
HEIMDALL [ASGARDIAN],ODIN [ASGARDIAN]
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
SCARLET WITCH/WANDA ,THOR/DR. DONALD BLAK
SCARLET WITCH/WANDA ,BLACK WIDOW/NATASHA 
SCARLET WITCH/WANDA ,ANT-MAN/DR. HENRY J.
SCARLET WITCH/WANDA ,ANT-MAN II/SCOTT HAR
SCARLET WITCH/WANDA ,HAWK
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,VISION 
VISION ,WASP/JANET VAN DYNE 
VISION ,THOR/DR. DONALD BLAK
VISION ,BLACK WIDOW/NATASHA 
VISION ,ANT-MAN/DR. HENRY J.
VISION ,ANT-MAN II/SCOTT HAR
VISION ,HAWK
VISION ,CAPTAIN AMERICA
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,BLACK WIDOW/NATASHA 
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,ANT-MAN II/SCOTT HAR
CAPTAIN AMERICA,HAWK
HAWK,WASP/JANET VAN DYNE 
HAWK,THOR/DR. DONALD BLAK
HAWK,BLACK WIDOW/NATASHA 
HAWK,ANT-MAN/DR. HENRY J.
HAWK,ANT-MAN II/SCOTT HAR
ANT-MAN II/SCOTT HAR,WASP/JANET VAN DYNE 
ANT-MAN II/SCOTT HAR,THOR/DR. DONALD BLAK
ANT-MAN II/SCOTT HAR,BLACK WIDOW/NATASHA 
ANT-MAN II/SCOTT HAR,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,THOR/DR. DONALD BLAK
ANT-MAN/DR. HENRY J.,BLACK WIDOW/NATASHA 
BLACK WIDOW/NATASHA ,WASP/JANET VAN DYNE 
BLACK WIDOW/NATASHA ,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,IRON MAN/TONY STARK 
CAPTAIN AMERICA,VISION 
CAPTAIN AMERICA,DR. STRANGE/STEPHEN 
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,"FURY, COL. NICHOLAS "
CAPTAIN AMERICA,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,VISION 
SPIDER-MAN/PETER PAR,DR. STRANGE/STEPHEN 
SPIDER-MAN/PETER PAR,IRON MAN/TONY STARK 
SPIDER-MAN/PETER PAR,WASP/JANET VAN DYNE 
SPIDER-MAN/PETER PAR,"FURY, COL. NICHOLAS "
"FURY, COL. NICHOLAS ",VISION 
"FURY, COL. NICHOLAS ",DR. STRANGE/STEPHEN 
"FURY, COL. NICHOLAS ",IRON MAN/TONY STARK 
"FURY, COL. NICHOLAS ",WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,VISION 
WASP/JANET VAN DYNE ,DR. STRANGE/STEPHEN 
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,VISION 
CAPTAIN AMERICA,"CARTER, SHARON"
CAPTAIN AMERICA,"FURY, COL. NICHOLAS "
CAPTAIN AMERICA,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,"CARTER, SHARON"
IRON MAN/TONY STARK ,"FURY, COL. NICHOLAS "
"FURY, COL. NICHOLAS ","CARTER, SHARON"
CAPTAIN AMERICA,BLACK WIDOW/NATASHA 
CAPTAIN AMERICA,"CARTER, PEGGY"
"CARTER, PEGGY",BLACK WIDOW/NATASHA 
CAPTAIN AMERICA,BLACK WIDOW/NATASHA 
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
ANT-MAN/DR. HENRY J.,RED SKULL/JOHANN SCH
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,CAPTAIN AMERICA
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
CAPTAIN AMERICA,RED SKULL/JOHANN SCH
CAPTAIN AMERICA,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,SCARLET WITCH/WANDA 
IRON MAN/TONY STARK ,RED SKULL/JOHANN SCH
RED SKULL/JOHANN SCH,SCARLET WITCH/WANDA 
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
VISION ,ANT-MAN/DR. HENRY J.
VISION ,BLACK WIDOW/NATASHA 
VISION ,CAPTAIN AMERICA
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,BLACK WIDOW/NATASHA 
BLACK WIDOW/NATASHA ,ANT-MAN/DR. HENRY J.
FALCON/SAM WILSON,"CARTER, PEGGY"
FALCON/SAM WILSON,CAPTAIN AMERICA
CAPTAIN AMERICA,"CARTER, PEGGY"
SPIDER-MAN/PETER PAR,VULTURE/ADRIAN TOOME
SPIDER-MAN/PETER PAR,VULTURE/ADRIAN TOOME
THOR/DR. DONALD BLAK,HEIMDALL [ASGARDIAN]
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
ODIN [ASGARDIAN],HEIMDALL [ASGARDIAN]
"FURY, COL. NICHOLAS ",IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,VISION 
THOR/DR. DONALD BLAK,HAWK
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,VISION 
ANT-MAN/DR. HENRY J.,HAWK
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,HAWK
HAWK,WASP/JANET VAN DYNE 
HAWK,VISION 
VISION ,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,SPIDER-MAN/PETER PAR
BLACK WIDOW/NATASHA ,"FURY, COL. NICHOLAS "
BLACK WIDOW/NATASHA ,"FURY, COL. NICHOLAS "
LOKI [ASGARDIAN],SPIDER-MAN/PETER PAR
"FURY, COL. NICHOLAS ",THOR/DR. DONALD BLAK
"FURY, COL. NICHOLAS ",BLACK PANTHER/T'CHAL
"FURY, COL. NICHOLAS ",CAPTAIN AMERICA
"FURY, COL. NICHOLAS ",ANT-MAN II/SCOTT HAR
"FURY, COL. NICHOLAS ",IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,BLACK PANTHER/T'CHAL
IRON MAN/TONY STARK ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,ANT-MAN II/SCOTT HAR
ANT-MAN II/SCOTT HAR,THOR/DR. DONALD BLAK
ANT-MAN II/SCOTT HAR,BLACK PANTHER/T'CHAL
ANT-MAN II/SCOTT HAR,CAPTAIN AMERICA
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,BLACK PANTHER/T'CHAL
BLACK PANTHER/T'CHAL,THOR/DR. DONALD BLAK
BLACK WIDOW/NATASHA ,FALCON/SAM WILSON
BLACK WIDOW/NATASHA ,VISION 
VISION ,FALCON/SAM WILSON
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
ODIN [ASGARDIAN],WASP/JANET VAN DYNE 
ODIN [ASGARDIAN],CAPTAIN AMERICA
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
SPIDER-MAN/PETER PAR,CAPTAIN AMERICA
SPIDER-MAN/PETER PAR,"CARTER, PEGGY"
SPIDER-MAN/PETER PAR,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,"CARTER, PEGGY"
"CARTER, PEGGY",CAPTAIN AMERICA
CAPTAIN AMERICA,SPIDER-MAN/PETER PAR
BLACK WIDOW/NATASHA ,HAWK
VISION ,IRON MAN/TONY STARK 
VISION ,HAWK
VISION ,WASP/JANET VAN DYNE 
VISION ,SCARLET WITCH/WANDA 
VISION ,ANT-MAN/DR. HENRY J.
VISION ,THOR/DR. DONALD BLAK
VISION ,CAPTAIN AMERICA
VISION ,SPIDER-MAN/PETER PAR
VISION ,"CARTER, PEGGY"
VISION ,FALCON/SAM WILSON
VISION ,BLACK WIDOW/NATASHA 
BLACK WIDOW/NATASHA ,IRON MAN/TONY STARK 
BLACK WIDOW/NATASHA ,HAWK
BLACK WIDOW/NATASHA ,WASP/JANET VAN DYNE 
BLACK WIDOW/NATASHA ,SCARLET WITCH/WANDA 
BLACK WIDOW/NATASHA ,ANT-MAN/DR. HENRY J.
BLACK WIDOW/NATASHA ,THOR/DR. DONALD BLAK
BLACK WIDOW/NATASHA ,CAPTAIN AMERICA
BLACK WIDOW/NATASHA ,SPIDER-MAN/PETER PAR
BLACK WIDOW/NATASHA ,"CARTER, PEGGY"
BLACK WIDOW/NATASHA ,FALCON/SAM WILSON
FALCON/SAM WILSON,IRON MAN/TONY STARK 
FALCON/SAM WILSON,HAWK
FALCON/SAM WILSON,WASP/JANET VAN DYNE 
FALCON/SAM WILSON,SCARLET WITCH/WANDA 
FALCON/SAM WILSON,ANT-MAN/DR. HENRY J.
FALCON/SAM WILSON,THOR/DR. DONALD BLAK
FALCON/SAM WILSON,CAPTAIN AMERICA
FALCON/SAM WILSON,SPIDER-MAN/PETER PAR
FALCON/SAM WILSON,"CARTER, PEGGY"
"CARTER, PEGGY",IRON MAN/TONY STARK 
"CARTER, PEGGY",HAWK
"CARTER, PEGGY",WASP/JANET VAN DYNE 
"CARTER, PEGGY",SCARLET WITCH/WANDA 
"CARTER, PEGGY",ANT-MAN/DR. HENRY J.
"CARTER, PEGGY",THOR/DR. DONALD BLAK
"CARTER, PEGGY",CAPTAIN AMERICA
"CARTER, PEGGY",SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,IRON MAN/TONY STARK 
SPIDER-MAN/PETER PAR,HAWK
SPIDER-MAN/PETER PAR,WASP/JANET VAN DYNE 
SPIDER-MAN/PETER PAR,SCARLET WITCH/WANDA 
SPIDER-MAN/PETER PAR,ANT-MAN/DR. HENRY J.
SPIDER-MAN/PETER PAR,THOR/DR. DONALD BLAK
SPIDER-MAN/PETER PAR,CAPTAIN AMERICA
CAPTAIN AMERICA,IRON MAN/TONY STARK 
CAPTAIN AMERICA,HAWK
CAPTAIN AMERICA,WASP/JANET VAN DYNE 
CAPTAIN AMERICA,SCARLET WITCH/WANDA 
CAPTAIN AMERICA,ANT-MAN/DR. HENRY J.
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,HAWK
THOR/DR. DONALD BLAK,WASP/JANET VAN DYNE 
THOR/DR. DONALD BLAK,SCARLET WITCH/WANDA 
THOR/DR. DONALD BLAK,ANT-MAN/DR. HENRY J.
ANT-MAN/DR. HENRY J.,IRON MAN/TONY STARK 
ANT-MAN/DR. HENRY J.,HAWK
ANT-MAN/DR. HENRY J.,WASP/JANET VAN DYNE 
ANT-MAN/DR. HENRY J.,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,HAWK
SCARLET WITCH/WANDA ,WASP/JANET VAN DYNE 
WASP/JANET VAN DYNE ,IRON MAN/TONY STARK 
WASP/JANET VAN DYNE ,HAWK
HAWK,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,VISION 
IRON MAN/TONY STARK ,CAPTAIN AMERICA
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,VISION 
VISION ,THOR/DR. DONALD BLAK
DR. STRANGE/STEPHEN ,ANCIENT ONE
ANT-MAN/DR. HENRY J.,ANT-MAN II/SCOTT HAR
ANT-MAN/DR. HENRY J.,BLACK WIDOW/NATASHA 
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
ODIN [ASGARDIAN],HELA [ASGARDIAN]
ODIN [ASGARDIAN],"KINCAID, DR. JANE FO"
"KINCAID, DR. JANE FO",THOR/DR. DONALD BLAK
"KINCAID, DR. JANE FO",HELA [ASGARDIAN]
HELA [ASGARDIAN],THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,HELA [ASGARDIAN]
THOR/DR. DONALD BLAK,"KINCAID, DR. JANE FO"
"KINCAID, DR. JANE FO",HELA [ASGARDIAN]
ODIN [ASGARDIAN],LOKI [ASGARDIAN]
ODIN [ASGARDIAN],HEIMDALL [ASGARDIAN]
ODIN [ASGARDIAN],"KINCAID, DR. JANE FO"
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,LOKI [ASGARDIAN]
THOR/DR. DONALD BLAK,HEIMDALL [ASGARDIAN]
THOR/DR. DONALD BLAK,"KINCAID, DR. JANE FO"
"KINCAID, DR. JANE FO",LOKI [ASGARDIAN]
"KINCAID, DR. JANE FO",HEIMDALL [ASGARDIAN]
HEIMDALL [ASGARDIAN],LOKI [ASGARDIAN]
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
HEIMDALL [ASGARDIAN],"KINCAID, DR. JANE FO"
HEIMDALL [ASGARDIAN],THOR/DR. DONALD BLAK
HEIMDALL [ASGARDIAN],HELA [ASGARDIAN]
HELA [ASGARDIAN],"KINCAID, DR. JANE FO"
HELA [ASGARDIAN],THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,"KINCAID, DR. JANE FO"
DR. STRANGE/STEPHEN ,ANCIENT ONE
"KINCAID, DR. JANE FO",THOR/DR. DONALD BLAK
LOKI [ASGARDIAN],ODIN [ASGARDIAN]
"KINCAID, DR. JANE FO",THOR/DR. DONALD BLAK
BLACK WIDOW/NATASHA ,HAWK
WASP/JANET VAN DYNE ,ANT-MAN/DR. HENRY J.
"FURY, COL. NICHOLAS ",IRON MAN/TONY STARK 
BLACK PANTHER/T'CHAL,SPIDER-MAN/PETER PAR
DR. STRANGE/STEPHEN ,SPIDER-MAN/PETER PAR
CAPTAIN AMERICA,THOR/DR. DONALD BLAK
CAPTAIN AMERICA,"FURY, COL. NICHOLAS "
CAPTAIN AMERICA,LOKI [ASGARDIAN]
LOKI [ASGARDIAN],THOR/DR. DONALD BLAK
LOKI [ASGARDIAN],"FURY, COL. NICHOLAS "
"FURY, COL. NICHOLAS ",THOR/DR. DONALD BLAK
FALCON/SAM WILSON,CAPTAIN AMERICA
FALCON/SAM WILSON,CAPTAIN AMERICA
FALCON/SAM WILSON,"CARTER, PEGGY"
FALCON/SAM WILSON,"FURY, COL. NICHOLAS "
FALCON/SAM WILSON,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,CAPTAIN AMERICA
IRON MAN/TONY STARK ,"CARTER, PEGGY"
IRON MAN/TONY STARK ,"FURY, COL. NICHOLAS "
"FURY, COL. NICHOLAS ",CAPTAIN AMERICA
"FURY, COL. NICHOLAS ","CARTER, PEGGY"
"CARTER, PEGGY",CAPTAIN AMERICA
CAPTAIN AMERICA,FALCON/SAM WILSON
CAPTAIN AMERICA,FALCON/SAM WILSON
CAPTAIN AMERICA,FALCON/SAM WILSON
FALCON/SAM WILSON,CAPTAIN AMERICA
CAPTAIN AMERICA,FALCON/SAM WILSON
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
THOR/DR. DONALD BLAK,"KINCAID, DR. JANE FO"
THOR/DR. DONALD BLAK,SPIDER-MAN/PETER PAR
SPIDER-MAN/PETER PAR,ODIN [ASGARDIAN]
SPIDER-MAN/PETER PAR,"KINCAID, DR. JANE FO"
"KINCAID, DR. JANE FO",ODIN [ASGARDIAN]
ODIN [ASGARDIAN],THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,HELA [ASGARDIAN]
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,IRON MAN/TONY STARK 
THOR/DR. DONALD BLAK,HAWK
THOR/DR. DONALD BLAK,SCARLET WITCH/WANDA 
SCARLET WITCH/WANDA ,HELA [ASGARDIAN]
SCARLET WITCH/WANDA ,CAPTAIN AMERICA
SCARLET WITCH/WANDA ,IRON MAN/TONY STARK 
SCARLET WITCH/WANDA ,HAWK
HAWK,HELA [ASGARDIAN]
HAWK,CAPTAIN AMERICA
HAWK,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,HELA [ASGARDIAN]
IRON MAN/TONY STARK ,CAPTAIN AMERICA
CAPTAIN AMERICA,HELA [ASGARDIAN]
"BANNER, BETTY ROSS T",ABOMINATION/EMIL BLO
"KINCAID, DR. JANE FO",CAPTAIN AMERICA
"KINCAID, DR. JANE FO",THOR/DR. DONALD BLAK
THOR/DR. DONALD BLAK,CAPTAIN AMERICA
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
THOR/DR. DONALD BLAK,ODIN [ASGARDIAN]
SPIDER-MAN/PETER PAR,THOR/DR. DONALD BLAK
SPIDER-MAN/PETER PAR,WASP/JANET VAN DYNE 
SPIDER-MAN/PETER PAR,VISION 
SPIDER-MAN/PETER PAR,CAPTAIN AMERICA
SPIDER-MAN/PETER PAR,ANT-MAN/DR. HENRY J.
SPIDER-MAN/PETER PAR,IRON MAN/TONY STARK 
SPIDER-MAN/PETER PAR,DR. STRANGE/STEPHEN 
DR. STRANGE/STEPHEN ,THOR/DR. DONALD BLAK
DR. STRANGE/STEPHEN ,WASP/JANET VAN DYNE 
DR. STRANGE/STEPHEN ,VISION 
DR. STRANGE/STEPHEN ,CAPTAIN AMERICA
DR. STRANGE/STEPHEN ,ANT-MAN/DR. HENRY J.
DR. STRANGE/STEPHEN ,IRON MAN/TONY STARK 
IRON MAN/TONY STARK ,THOR/DR. DONALD BLAK
IRON MAN/TONY STARK ,WASP/JANET VAN DYNE 
IRON MAN/TONY STARK ,VISION 
